% of data used,Random_Seed,Iteration,Number of experiments,yield_Measurements,yield_IterBest,Best cumulative yield,Initial_Data
0,1337,0,2,"[12.78, 84.48]",84.48,84.48,
0,1337,1,4,"[23.51, 0.0]",23.51,84.48,
0,1337,2,6,"[37.38, 33.65]",37.38,84.48,
0,1337,3,8,"[79.33, 77.01]",79.33,84.48,
0,1337,4,10,"[88.41, 82.21]",88.41,88.41,
0,1337,5,12,"[61.86, 66.03]",66.03,88.41,
0,1337,6,14,"[84.49, 72.9]",84.49,88.41,
0,1337,7,16,"[1.62, 89.71]",89.71,89.71,
0,1337,8,18,"[0.0, 14.26]",14.26,89.71,
0,1337,9,20,"[3.14, 54.52]",54.52,89.71,
0,1338,0,2,"[67.21, 5.85]",67.21,67.21,
0,1338,1,4,"[27.41, 4.66]",27.41,67.21,
0,1338,2,6,"[0.0, 26.69]",26.69,67.21,
0,1338,3,8,"[76.59, 2.72]",76.59,76.59,
0,1338,4,10,"[98.38, 6.22]",98.38,98.38,
0,1338,5,12,"[28.9, 2.78]",28.9,98.38,
0,1338,6,14,"[5.95, 60.29]",60.29,98.38,
0,1338,7,16,"[92.03, 80.65]",92.03,98.38,
0,1338,8,18,"[89.95, 50.74]",89.95,98.38,
0,1338,9,20,"[99.81, 9.96]",99.81,99.81,
0,1339,0,2,"[84.03, 14.99]",84.03,84.03,
0,1339,1,4,"[78.6, 0.0]",78.6,84.03,
0,1339,2,6,"[72.24, 18.61]",72.24,84.03,
0,1339,3,8,"[30.41, 31.66]",31.66,84.03,
0,1339,4,10,"[5.65, 2.45]",5.65,84.03,
0,1339,5,12,"[0.0, 2.65]",2.65,84.03,
0,1339,6,14,"[5.29, 92.03]",92.03,92.03,
0,1339,7,16,"[89.95, 75.46]",89.95,92.03,
0,1339,8,18,"[99.81, 19.71]",99.81,99.81,
0,1339,9,20,"[99.22, 92.19]",99.22,99.81,
0,1340,0,2,"[0.0, 68.17]",68.17,68.17,
0,1340,1,4,"[0.0, 10.77]",10.77,68.17,
0,1340,2,6,"[14.53, 92.19]",92.19,92.19,
0,1340,3,8,"[9.96, 12.23]",12.23,92.19,
0,1340,4,10,"[98.38, 0.0]",98.38,98.38,
0,1340,5,12,"[61.09, 52.47]",61.09,98.38,
0,1340,6,14,"[99.22, 80.86]",99.22,99.22,
0,1340,7,16,"[96.64, 3.04]",96.64,99.22,
0,1340,8,18,"[99.81, 95.48]",99.81,99.81,
0,1340,9,20,"[18.38, 89.95]",89.95,99.81,
0,1341,0,2,"[0.0, 0.0]",0.0,0.0,
0,1341,1,4,"[2.72, 0.0]",2.72,2.72,
0,1341,2,6,"[21.65, 3.18]",21.65,21.65,
0,1341,3,8,"[62.04, 18.95]",62.04,62.04,
0,1341,4,10,"[52.08, 12.25]",52.08,62.04,
0,1341,5,12,"[5.95, 98.38]",98.38,98.38,
0,1341,6,14,"[99.81, 95.48]",99.81,99.81,
0,1341,7,16,"[89.95, 99.22]",99.22,99.81,
0,1341,8,18,"[28.9, 92.19]",92.19,99.81,
0,1341,9,20,"[26.22, 19.13]",26.22,99.81,
0,1342,0,2,"[6.77, 2.82]",6.77,6.77,
0,1342,1,4,"[5.7, 0.0]",5.7,6.77,
0,1342,2,6,"[21.88, 3.68]",21.88,21.88,
0,1342,3,8,"[17.0, 11.26]",17.0,21.88,
0,1342,4,10,"[76.66, 5.16]",76.66,76.66,
0,1342,5,12,"[57.85, 31.14]",57.85,76.66,
0,1342,6,14,"[80.65, 99.98]",99.98,99.98,
0,1342,7,16,"[80.86, 0.0]",80.86,99.98,
0,1342,8,18,"[99.22, 26.69]",99.22,99.98,
0,1342,9,20,"[98.38, 43.84]",98.38,99.98,
0,1343,0,2,"[1.6, 16.51]",16.51,16.51,
0,1343,1,4,"[20.5, 0.0]",20.5,20.5,
0,1343,2,6,"[2.72, 7.65]",7.65,20.5,
0,1343,3,8,"[37.93, 5.16]",37.93,37.93,
0,1343,4,10,"[2.62, 44.4]",44.4,44.4,
0,1343,5,12,"[36.73, 25.64]",36.73,44.4,
0,1343,6,14,"[54.55, 0.0]",54.55,54.55,
0,1343,7,16,"[13.31, 42.63]",42.63,54.55,
0,1343,8,18,"[3.33, 75.46]",75.46,75.46,
0,1343,9,20,"[92.03, 12.23]",92.03,92.03,
0,1344,0,2,"[3.18, 99.81]",99.81,99.81,
0,1344,1,4,"[3.04, 0.0]",3.04,99.81,
0,1344,2,6,"[0.0, 19.13]",19.13,99.81,
0,1344,3,8,"[76.59, 96.64]",96.64,99.81,
0,1344,4,10,"[3.14, 28.9]",28.9,99.81,
0,1344,5,12,"[2.78, 46.42]",46.42,99.81,
0,1344,6,14,"[89.95, 6.2]",89.95,99.81,
0,1344,7,16,"[24.11, 92.03]",92.03,99.81,
0,1344,8,18,"[95.48, 50.7]",95.48,99.81,
0,1344,9,20,"[89.71, 92.19]",92.19,99.81,
0,1345,0,2,"[18.22, 9.46]",18.22,18.22,
0,1345,1,4,"[36.97, 0.0]",36.97,36.97,
0,1345,2,6,"[52.08, 2.77]",52.08,52.08,
0,1345,3,8,"[14.53, 98.38]",98.38,98.38,
0,1345,4,10,"[4.3, 80.86]",80.86,98.38,
0,1345,5,12,"[92.19, 52.47]",92.19,98.38,
0,1345,6,14,"[99.81, 99.22]",99.81,99.81,
0,1345,7,16,"[89.95, 61.09]",89.95,99.81,
0,1345,8,18,"[95.48, 91.19]",95.48,99.81,
0,1345,9,20,"[7.43, 44.47]",44.47,99.81,
0,1346,0,2,"[0.0, 3.6]",3.6,3.6,
0,1346,1,4,"[0.99, 11.72]",11.72,11.72,
0,1346,2,6,"[52.08, 0.0]",52.08,52.08,
0,1346,3,8,"[31.66, 13.12]",31.66,52.08,
0,1346,4,10,"[51.83, 99.22]",99.22,99.22,
0,1346,5,12,"[98.38, 92.19]",98.38,99.22,
0,1346,6,14,"[99.81, 95.48]",99.81,99.81,
0,1346,7,16,"[28.9, 89.95]",89.95,99.81,
0,1346,8,18,"[9.96, 0.0]",9.96,99.81,
0,1346,9,20,"[85.21, 99.98]",99.98,99.98,
0,1347,0,2,"[0.0, 0.0]",0.0,0.0,
0,1347,1,4,"[2.72, 3.04]",3.04,3.04,
0,1347,2,6,"[68.17, 20.72]",68.17,68.17,
0,1347,3,8,"[13.88, 92.19]",92.19,92.19,
0,1347,4,10,"[98.38, 26.69]",98.38,98.38,
0,1347,5,12,"[76.59, 96.64]",96.64,98.38,
0,1347,6,14,"[28.9, 99.22]",99.22,99.22,
0,1347,7,16,"[4.3, 95.48]",95.48,99.22,
0,1347,8,18,"[14.24, 59.82]",59.82,99.22,
0,1347,9,20,"[7.43, 78.6]",78.6,99.22,
0,1348,0,2,"[2.45, 5.65]",5.65,5.65,
0,1348,1,4,"[5.7, 0.0]",5.7,5.7,
0,1348,2,6,"[78.93, 0.0]",78.93,78.93,
0,1348,3,8,"[98.38, 50.7]",98.38,98.38,
0,1348,4,10,"[76.59, 92.19]",92.19,98.38,
0,1348,5,12,"[4.3, 99.81]",99.81,99.81,
0,1348,6,14,"[89.95, 44.47]",89.95,99.81,
0,1348,7,16,"[96.64, 61.09]",96.64,99.81,
0,1348,8,18,"[11.91, 99.22]",99.22,99.81,
0,1348,9,20,"[95.48, 71.81]",95.48,99.81,
0,1349,0,2,"[0.86, 0.0]",0.86,0.86,
