ZIP,MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MEDV
103,2.8727,25.0,4.365346534653465,1.007920792079208,4579.0,4.533663366336634,34.23,-118.55,2.451
13359,10.9237,44.0,7.837962962962963,1.1064814814814814,498.0,2.3055555555555554,34.14,-118.43,5.00001
1387,4.61405,14.0,5.637665668699112,1.061757457373398,8752.5,2.6070548395341193,34.42,-118.455,1.916
2037,6.80805,36.0,7.405322128851541,1.1851413292589763,729.0,1.9996180290297936,32.85,-117.26,5.00001
21080,4.98795,22.5,6.075154958677686,1.1931818181818181,876.0,2.454545454545454,33.635000000000005,-117.975,2.4074999999999998
22050,1.2667,7.0,3.326241134751773,1.053191489361702,1187.0,4.209219858156028,32.54,-117.04,0.675
25426,3.5476058823529413,31.41176470588235,4.853972689746659,1.0385944392478361,1322.3529411764705,2.753846523399407,37.65294117647059,-122.07705882352941,1.8011176470588235
3619,6.9405,17.0,7.166666666666667,1.0096153846153846,992.0,3.1794871794871793,36.88,-119.71,1.652
75531,2.4076333333333335,17.333333333333332,5.224111698905995,1.0787323805738185,1587.0,2.798001010728312,41.75666666666667,-124.17999999999999,0.8126666666666668
80755,1.7847571428571427,30.714285714285715,3.38389101884991,1.0671352194548755,1890.5714285714287,4.28950321926975,33.79,-118.17428571428572,1.2777142857142858
82706,2.3909333333333334,18.833333333333332,3.8295001131994457,1.1519941144107748,2665.1666666666665,3.4600214687128616,33.75333333333333,-117.87,2.09
90001,1.9171657142857146,40.97142857142857,3.954976551303225,1.0391535531777543,1332.4857142857143,4.1410005903539435,33.97057142857143,-118.25028571428572,1.0611428571428572
90002,1.671234090909091,38.15909090909091,4.149706501777799,1.050012002131066,1263.8181818181818,4.162698812956775,33.94863636363636,-118.24318181818181,0.9936363636363637
90003,1.6305093023255814,37.04651162790697,4.0915668947917165,1.0607674037493773,1405.093023255814,3.765546425731217,33.96139534883721,-118.27418604651163,0.9630232558139534
90004,3.2468086956521742,36.78260869565217,3.738405262818091,1.0696824984446547,1676.2173913043478,2.725847311870893,34.07695652173913,-118.3095652173913,3.165305652173913
90005,2.5540533333333335,35.43333333333333,2.834259851372208,1.077824484643478,2279.4666666666667,2.93574498677833,34.05733333333333,-118.30333333333333,2.6714339999999996
90006,1.6620000000000001,32.92307692307692,2.372262554490596,1.0597295375497766,2401.230769230769,3.710812000670713,34.05,-118.28461538461539,2.1034615384615383
90007,1.7887483870967742,37.67741935483871,3.492123786353397,1.09780228474203,1789.3870967741937,3.743572204168697,34.031290322580645,-118.29129032258065,1.5740645161290323
90008,2.6705,40.5,4.539187194775954,1.0420677948635553,1421.388888888889,2.2613373522476405,34.01222222222222,-118.33777777777777,1.9751666666666665
90009,3.40036,33.6,4.24652190862369,1.079215295759901,1610.8,3.4596245821183147,33.952000000000005,-118.372,2.3296
90011,1.719059322033898,38.610169491525426,3.658385022808283,1.0726036114381914,1605.2542372881355,4.35727209717742,34.006440677966104,-118.25932203389831,1.0954406779661017
90012,2.4489,29.833333333333332,3.2404852635221904,1.0882788126970688,996.1666666666666,3.1190256594963297,34.06333333333333,-118.24000000000001,2.0315
90013,0.8558333333333333,37.333333333333336,2.0411663995553413,1.2113459231819799,1163.0,1.4462058870638737,34.04666666666666,-118.24666666666667,2.4583333333333335
90015,1.8209375,28.75,2.8754542808138943,1.1071389196899852,1507.375,3.7245135830767344,34.03875,-118.275,1.601375
90016,2.585445238095238,41.857142857142854,4.3418927099046005,1.0355506201938902,1218.5714285714287,2.8521143630196235,34.032380952380954,-118.34857142857143,1.5845714285714283
90017,1.9405875,34.375,1.81274425584296,1.2024566574954896,1384.5,3.427816623512664,34.05,-118.26875,2.59375125
90018,2.291911111111111,42.5,4.8070062081779215,1.0577954442601267,1190.888888888889,2.9202657400115943,34.02583333333334,-118.31944444444444,1.5358611111111111
90019,2.6039268292682927,43.5609756097561,4.356143514248948,1.0625470558589858,1336.0975609756097,2.877638411554216,34.0460975609756,-118.3360975609756,2.345439024390244
90020,2.3354399999999997,29.9,2.8038489854601742,1.0794561254454416,3566.6,2.8666683880217216,34.07,-118.304,2.924401
90021,1.9574333333333334,50.666666666666664,3.7906326807356554,1.1653678277820154,787.6666666666666,4.183499660988219,34.02666666666667,-118.24333333333334,1.757
90022,2.390339024390244,39.51219512195122,3.8193208386681374,1.0272922749694242,1477.121951219512,3.913513458122771,34.02317073170732,-118.1531707317073,1.5440731707317075
90023,2.5535133333333335,42.2,3.826299040842815,1.0182559294816262,1341.5333333333333,4.469255067850734,34.022000000000006,-118.195,1.3664999999999998
90024,5.570394444444444,25.333333333333332,4.970486329156755,1.148949428733015,1454.9444444444443,4.125397476732285,34.05833333333333,-118.43722222222222,4.789841111111111
90025,3.4513000000000003,30.115384615384617,4.045408491983454,1.0750088667043411,1158.2692307692307,2.101007949870472,34.03846153846154,-118.44653846153847,3.464077692307692
90026,2.592630434782609,42.15217391304348,3.5790497981729144,1.074572489495828,1598.2826086956522,3.2508152643295336,34.077608695652174,-118.26217391304348,1.9069347826086955
90027,4.2208695652173915,40.56521739130435,4.424907617295262,1.05722416520645,1760.7391304347825,2.4396046198099994,34.10478260869565,-118.29260869565218,3.2316543478260873
90028,1.7576222222222222,35.5,2.663251059621297,1.1076452777066654,1846.5555555555557,2.5470429376554153,34.1,-118.32388888888889,2.627722777777778
90029,2.0547032258064517,36.354838709677416,2.7972628244786657,1.0630023285474488,2188.967741935484,3.241009892733668,34.086451612903225,-118.29451612903226,2.064290322580645
90031,2.159995238095238,37.57142857142857,3.698593754166263,1.0406632144230161,1711.2857142857142,4.183591736609036,34.07809523809524,-118.20952380952382,1.5138095238095237
90032,2.8720166666666667,35.94444444444444,4.250908991006644,1.036851172212899,1704.0555555555557,3.82167748826056,34.080555555555556,-118.1788888888889,1.501611111111111
90033,2.29975625,38.90625,3.4253971443183815,1.0276987168397784,1516.3125,4.16066492248322,34.0490625,-118.2103125,1.38234375
90034,3.9257342105263158,32.526315789473685,4.3749596650804135,1.0546044053623749,1357.3684210526317,2.35630408054798,34.02947368421053,-118.40263157894738,3.3810536842105265
90035,4.472776,40.68,5.078990038729887,1.0484993101709632,988.08,2.2652148908853307,34.0524,-118.3824,4.1979232
90036,4.568365,49.95,5.14525447779289,1.0383196061171573,996.575,2.21309420212014,34.07075,-118.349,4.00370325
90037,1.8399428571428569,43.30952380952381,4.054780383169796,1.0810440997249975,1528.3809523809523,3.6578874012913616,33.99952380952381,-118.28761904761905,1.1503809523809525
